fooy,waaf
-0.8184700429220978,0.120850079925731
-1.483445359227725,0.349709886591882
0.9945512377730266,0.912501128390431
2.5776800192659786,0.415768656181172
0.2268397117101862,0.0607366310432553
-2.030505938747012,0.250207317294553
-1.6390203852386924,0.925519722746685
-1.5365777966135505,0.452905190642923
-0.388286913127893,0.612237598747015
1.3330608371418287,0.9096042602323
1.244840238166194,0.665707948617637
-0.21047892763630693,0.342284583253786
0.2759353595295978,0.948565216269344
0.305157617081113,0.388106375932693
-1.1436269610522392,0.447457062080503
-0.014919158882910878,0.641077465377748
-0.46438471528927333,0.626895520836115
-1.1298738301573457,0.415617837104946
-0.07581568867151063,0.206469407072291
-0.7166401614882588,0.456107932142913
0.21432799380011122,0.47514424729161
0.9695966895266352,0.58010076940991
-1.3858955993394224,0.530064984923229
-0.12271502629700719,0.198338353307918
-0.36001491600758806,0.961567049613222
0.03989833000707615,0.400703736115247
0.9011203807344259,0.924544929992408
-1.94091899014637,0.602652719477192
-0.32132684188244526,0.758286996278912
-1.4721469560024185,0.571127160219476
0.05648946226976786,0.697673610411584
0.6017544619755612,0.190116898622364
-0.20930229450678367,0.173581659561023
1.4635008907973162,0.374971215613186
-0.1493199114879291,0.973647524602711
1.742071793852989,0.254952523391694
1.8709772819704844,0.341403679456562
0.589612944447189,0.165182387689129
1.4107056211017075,0.0833838821854442
0.9478384945250388,0.100274907192215
0.8545855349760149,0.14478482096456
-0.1840731691292539,0.293103864649311
-0.02965537337894635,0.130258881254122
1.6430694363101592,0.357492589158937
-1.6662055790409958,0.618337576510385
-0.4819941710752725,0.883916900726035
0.9466133415155219,AAAABBDF
0.45012269841944536,0.689923829864711
-1.8834339099931772,0.197630863171071
-0.8640786495375474,0.185276135103777
0.5299361883792496,0.195972785353661
-1.0384452775626867,0.207139373756945
-1.0263189189071424,0.434035688173026
1.21002741720191,0.649885158753023
1.17368686013578,0.795199377229437
0.7239240485699205,0.144975228467956
0.804079260600795,0.661656470037997
0.36118478519872393,0.177180710015818
-0.6039654431304439,0.475422983523458
0.08901175143619101,0.90344239352271
1.8703136733497703,0.676478017587215
0.2888961195062422,0.471979456720874
-0.9752805315692294,0.959006338845938
0.6175664902194494,0.299134803470224
-1.5011010675071934,0.253814155701548
-0.4726675919079313,0.48234139662236
-0.635127959984742,0.132541582221165
-0.16513785221382124,0.783655152656138
1.4771034119393234,0.395184214692563
0.552544250564253,0.278979099588469
0.8432526530103653,0.787776872748509
-1.3716246562086696,0.20901634125039
-0.1569012021237667,0.194725853158161
1.412319027899617,0.329263016814366
-0.7808873273455199,0.868376708589494
-0.8191141272932897,0.233719195704907
0.6369733394315684,0.971642245072871
-1.3497037701174297,0.292780156247318
-1.7178943054653326,0.397565661463886
-0.3306468961413212,0.142520810477436
0.41191999677866253,0.813850922277197
-0.10197728294705619,0.94255743524991
0.12871514989626262,0.475168598582968
-3.32243075868415,0.0862494967877865
-0.2823187466444175,0.578698210185394
1.3408583582197067,0.996374481823295
0.445757037866019,0.486179487546906
-1.0737634285482591,0.670365947997198
0.6905097681985326,0.449481104500592
0.2946597975229943,0.729922772618011
-0.7991384953078164,0.12377636320889
-1.5495498652033002,0.743348692078143
0.7440408310745933,0.482706128386781
-1.1950090735852432,0.720346993068233
-0.0707128766608984,0.595708402106538
-0.7010241671364771,0.84800823777914
0.9257667735625282,0.65839658677578
0.11688800843149538,0.728950618533418
-0.3094990926410149,0.884072101209313
-1.4864722066245704,0.549992406973615
-2.721832353520787,0.518674592487514
1.6660648074341582,0.304650181205943
-1.1815383287730434,0.853885577293113
0.08814701521734444,0.531817140057683
-0.0883270377567623,0.99656667583622
-0.5089028977432458,0.0784940968733281
-1.1857203521968698,0.0906896665692329
0.2661314128017256,0.483526028227061
-1.0661361708149804,0.852167588658631
-0.8291488173070568,0.121268618386239
-0.37974118024073084,0.906244779005647
-1.0244593222566167,0.526896633207798
-0.3346747825330351,0.259293273789808
0.07597367300075623,0.446062512695789
0.7909635061372762,0.084549967199564
0.08244951208066975,0.382696935208514
-0.5040858767830236,0.394272754434496
-0.7733136446901369,0.6725499315653
-0.7950218655472435,0.523138302611187
-0.3787201489527259,0.320180063368753
-0.203089545155426,0.953295555664226
-1.468480566119864,0.369760254165158
-1.5624327458963438,0.0135368842165917
1.6193405150614049,0.75288368226029
0.31845038333296677,0.14520507492125
-1.1499185261336387,0.660728305578232
-2.2059385000559075,0.224282710114494
0.4408760258773385,0.608461548807099
-0.5035338022258162,0.957591035403311
0.42253247677214745,0.23133803717792
0.5545632928844978,0.469858581665903
-1.4849118413513436,0.988978247856721
-0.9821912779368651,0.802185122622177
-1.6444845704013937,0.314536739140749
-1.184080715715727,0.0305533700156957
-0.3191142405047604,0.360344165703282
0.12359686113310095,0.319588916376233
-0.913966776302672,0.0657767590600997
-0.7180621432727549,0.589598446153104
-0.042989250391112205,0.960014289943501
1.1223656102894632,0.528323756530881
1.1651627645480553,0.695023742038757
-1.9134417336508414,0.858259567990899
0.2857901428988705,0.458321753423661
1.3303975929259257,0.200951377628371
1.1087812317286645,0.578294976381585
0.1786666959319017,0.95148801850155
3.0305782991757635,0.0413751176092774
0.3486244438197303,0.0571443547960371
-1.2238466715455467,0.630691020051017
